79,80,81,82,82,82,82,81,80,79
380,379,378,377,377,377,377,378,379,380
4,4,4,4,4,4,4,4,4,4
82,81,80,80,80,80,80,80,80,80
379,379,378,377,376,375,375,376,377,378
5,5,5,5,5,5,5,5,5,5
80,80,80,80,80,80,80,80,80,80
374,375,376,377,378,378,377,376,375,374
6,6,6,6,6,6,6,6,6,6
80,81,81,81,81,81,81,81,81,82
378,377,376,375,375,375,375,376,377,378
7,7,7,7,7,7,7,7,7,7
79,80,81,81,81,81,81,81,81,81
375,376,376,376,376,376,376,376,376,376
8,8,8,8,8,8,8,8,8,8
79,80,81,82,82,82,82,81,80,79
377,376,375,374,374,374,374,375,376,377
9,9,9,9,9,9,9,9,9,9
