877,881,884,886,887,887,886,884,881,877
149,149,149,149,149,149,149,149,149,149
0,0,0,0,0,0,0,0,0,0
878,881,884,886,887,887,886,884,881,878
146,148,149,149,149,149,149,149,148,146
1,1,1,1,1,1,1,1,1,1
885,884,883,882,881,880,880,881,882,883
149,148,147,147,147,147,147,147,147,147
2,2,2,2,2,2,2,2,2,2
884,882,880,878,877,877,878,880,882,884
148,147,146,146,146,146,146,146,147,148
3,3,3,3,3,3,3,3,3,3
886,883,880,878,877,877,878,880,882,884
147,146,146,146,146,146,146,146,146,146
4,4,4,4,4,4,4,4,4,4
876,877,878,879,880,880,879,878,877,876
145,145,145,145,145,145,145,145,145,145
5,5,5,5,5,5,5,5,5,5
873,877,880,882,883,883,882,880,877,873
143,144,145,145,146,146,145,145,144,143
6,6,6,6,6,6,6,6,6,6
