466,470,473,475,476,476,475,473,470,466
299,297,295,294,293,293,294,295,297,299
0,0,0,0,0,0,0,0,0,0
466,470,473,475,476,476,475,473,470,466
298,296,294,293,292,292,293,294,296,298
1,1,1,1,1,1,1,1,1,1
467,470,473,475,476,475,473,471,469,467
296,294,293,293,293,293,293,294,295,296
2,2,2,2,2,2,2,2,2,2
469,471,473,475,476,476,475,473,471,469
295,294,293,292,291,291,292,293,294,295
3,3,3,3,3,3,3,3,3,3
466,469,472,474,475,475,474,472,469,466
296,294,293,292,291,291,292,293,294,296
4,4,4,4,4,4,4,4,4,4
466,468,470,472,473,473,472,470,468,466
296,294,293,292,292,292,292,293,294,296
5,5,5,5,5,5,5,5,5,5
467,469,471,473,474,474,473,471,469,467
294,293,292,291,291,291,291,292,293,294
6,6,6,6,6,6,6,6,6,6
466,469,472,474,475,475,474,472,469,466
295,293,291,290,289,289,290,291,293,295
7,7,7,7,7,7,7,7,7,7
