577,580,582,583,584,585,583,580,576,572
415,408,401,394,387,380,374,369,363,357
0,0,0,0,0,0,0,0,0,0
569,574,578,581,583,584,585,582,578,574
427,419,411,403,395,387,380,373,366,359
1,1,1,1,1,1,1,1,1,1
568,571,575,579,581,583,584,582,578,573
431,423,416,409,401,393,384,374,365,356
2,2,2,2,2,2,2,2,2,2
563,568,573,578,581,583,584,582,578,573
441,430,419,409,400,391,382,373,365,357
3,3,3,3,3,3,3,3,3,3
566,570,574,578,581,583,584,582,577,572
437,427,417,408,399,390,381,373,365,356
4,4,4,4,4,4,4,4,4,4
562,567,572,577,581,583,584,582,578,573
439,429,419,409,399,390,381,373,366,359
5,5,5,5,5,5,5,5,5,5
562,567,572,577,580,582,583,580,576,572
440,429,418,408,399,390,380,370,360,350
6,6,6,6,6,6,6,6,6,6
560,566,572,577,581,583,583,581,577,573
437,427,417,407,397,388,379,371,363,355
7,7,7,7,7,7,7,7,7,7
563,568,573,577,580,582,583,580,576,572
435,425,415,406,397,388,379,370,362,354
8,8,8,8,8,8,8,8,8,8
563,567,571,575,579,582,583,583,583,583
433,425,417,409,400,391,382,372,361,350
9,9,9,9,9,9,9,9,9,9
