572,572,572,573,574,576,578,580,582,585
357,357,357,358,360,363,366,370,374,378
0,0,0,0,0,0,0,0,0,0
572,573,574,575,576,577,578,579,582,586
356,357,359,361,363,365,367,370,373,376
1,1,1,1,1,1,1,1,1,1
574,577,580,583,585,584,583,581,578,574
358,364,370,375,381,387,394,402,410,418
2,2,2,2,2,2,2,2,2,2
572,575,579,583,584,583,581,578,574,569
354,360,367,374,382,391,400,409,418,427
3,3,3,3,3,3,3,3,3,3
573,577,581,584,583,582,580,576,572,568
358,365,372,380,388,396,404,412,420,428
4,4,4,4,4,4,4,4,4,4
573,578,582,584,583,581,578,574,570,567
359,366,373,381,390,399,407,415,422,429
5,5,5,5,5,5,5,5,5,5
572,577,581,583,583,581,578,574,570,567
356,364,372,380,388,397,406,414,421,428
6,6,6,6,6,6,6,6,6,6
577,581,583,583,582,580,577,574,570,566
363,371,379,386,393,400,407,414,420,427
7,7,7,7,7,7,7,7,7,7
572,576,580,583,582,580,577,573,569,566
354,362,370,379,388,397,406,414,421,429
8,8,8,8,8,8,8,8,8,8
583,583,583,583,582,580,578,575,571,567
352,362,372,381,389,396,403,410,417,424
9,9,9,9,9,9,9,9,9,9
