469,459,449,440,433,427,422,419,417,415
358,368,378,387,397,409,422,435,449,463
0,0,0,0,0,0,0,0,0,0
473,461,449,440,433,427,422,419,418,417
362,370,378,387,397,408,421,435,450,465
1,1,1,1,1,1,1,1,1,1
475,463,451,440,433,427,422,419,418,417
358,367,376,386,397,408,420,433,446,460
2,2,2,2,2,2,2,2,2,2
475,463,451,440,432,425,420,417,414,411
357,366,375,385,398,412,427,443,460,477
3,3,3,3,3,3,3,3,3,3
472,460,448,437,429,423,419,417,415,413
348,362,376,389,402,416,431,446,462,478
4,4,4,4,4,4,4,4,4,4
