703,701,699,697,695,693,691,689,687,685
93,94,94,94,94,93,93,93,93,93
0,0,0,0,0,0,0,0,0,0
703,702,701,699,697,695,693,691,688,685
92,93,94,94,94,93,93,93,92,91
1,1,1,1,1,1,1,1,1,1
704,703,702,700,698,696,694,691,688,685
93,93,93,93,93,93,93,92,91,90
2,2,2,2,2,2,2,2,2,2
701,699,697,695,693,691,689,687,685,684
92,92,92,92,92,91,91,91,90,89
3,3,3,3,3,3,3,3,3,3
703,701,699,697,695,693,691,689,686,683
90,91,91,91,91,91,91,91,90,89
4,4,4,4,4,4,4,4,4,4
702,700,698,696,694,692,690,688,686,684
92,91,91,91,91,91,90,90,90,90
5,5,5,5,5,5,5,5,5,5
702,700,698,696,694,692,690,688,686,684
91,91,91,90,90,90,90,90,90,90
6,6,6,6,6,6,6,6,6,6
701,699,697,695,693,691,689,687,685,683
90,90,90,90,90,89,89,89,89,88
7,7,7,7,7,7,7,7,7,7
701,699,697,695,693,691,689,687,685,683
91,90,90,90,89,89,89,89,89,88
8,8,8,8,8,8,8,8,8,8
700,698,696,694,692,690,688,686,684,683
90,90,90,89,89,89,89,89,88,87
9,9,9,9,9,9,9,9,9,9
