626,625,624,623,622,621,621,621,621,621
447,444,441,438,435,433,431,430,429,428
0,0,0,0,0,0,0,0,0,0
626,625,624,623,622,621,621,621,621,621
446,443,440,437,434,432,430,429,429,429
1,1,1,1,1,1,1,1,1,1
626,625,624,624,623,622,622,622,622,622
446,444,442,440,438,436,434,433,432,431
2,2,2,2,2,2,2,2,2,2
623,624,624,624,624,624,623,622,621,620
447,446,445,444,443,441,439,436,433,429
3,3,3,3,3,3,3,3,3,3
624,623,622,621,620,620,621,622,623,624
443,440,437,435,434,434,435,437,440,443
4,4,4,4,4,4,4,4,4,4
625,624,623,622,621,621,621,621,622,623
444,442,440,438,436,434,432,430,428,425
5,5,5,5,5,5,5,5,5,5
624,623,622,621,621,621,621,622,623,624
444,441,438,435,433,431,429,427,425,424
6,6,6,6,6,6,6,6,6,6
626,623,621,620,620,621,621,621,621,621
443,440,437,434,432,430,428,426,424,422
7,7,7,7,7,7,7,7,7,7
624,623,622,622,622,622,621,620,619,618
444,443,442,441,440,438,436,434,431,428
8,8,8,8,8,8,8,8,8,8
623,622,621,620,619,618,618,618,619,620
442,439,436,434,432,430,428,426,424,423
9,9,9,9,9,9,9,9,9,9
