464,457,450,444,439,434,430,426,423,420
366,370,374,379,385,392,400,409,419,429
5,5,5,5,5,5,5,5,5,5
463,457,451,445,440,435,430,426,423,419
366,370,374,378,383,390,398,407,417,427
6,6,6,6,6,6,6,6,6,6
463,456,449,443,438,434,430,426,422,418
366,370,374,379,385,391,398,406,415,424
7,7,7,7,7,7,7,7,7,7
462,455,449,443,438,433,429,425,421,417
366,370,374,379,385,392,399,407,416,425
8,8,8,8,8,8,8,8,8,8
462,455,448,442,436,431,427,423,420,418
367,370,374,379,386,394,403,413,424,435
9,9,9,9,9,9,9,9,9,9
