572,576,580,583,585,584,583,582,580,577
357,363,369,374,380,387,394,401,408,415
0,0,0,0,0,0,0,0,0,0
574,578,582,585,584,583,581,578,574,569
359,366,373,380,387,395,403,411,419,427
1,1,1,1,1,1,1,1,1,1
573,578,582,584,583,581,579,575,571,568
356,365,374,384,393,401,409,416,423,431
2,2,2,2,2,2,2,2,2,2
573,578,582,584,583,581,578,573,568,563
357,365,373,382,391,400,409,419,430,441
3,3,3,3,3,3,3,3,3,3
572,577,582,584,583,581,578,574,570,566
356,365,373,381,390,399,408,417,427,437
4,4,4,4,4,4,4,4,4,4
573,578,582,584,583,581,577,572,567,562
359,366,373,381,390,399,409,419,429,439
5,5,5,5,5,5,5,5,5,5
572,576,580,583,582,580,577,572,567,562
350,360,370,380,390,399,408,418,429,440
6,6,6,6,6,6,6,6,6,6
573,577,581,583,583,581,577,572,566,560
355,363,371,379,388,397,407,417,427,437
7,7,7,7,7,7,7,7,7,7
572,576,580,583,582,580,577,573,568,563
354,362,370,379,388,397,406,415,425,435
8,8,8,8,8,8,8,8,8,8
583,583,583,583,582,579,575,571,567,563
350,361,372,382,391,400,409,417,425,433
9,9,9,9,9,9,9,9,9,9
