594,591,588,586,585,586,588,591,594,597
222,221,220,220,220,220,220,221,222,222
0,0,0,0,0,0,0,0,0,0
598,594,590,587,586,587,590,594,599,604
221,221,221,221,221,221,221,221,221,220
1,1,1,1,1,1,1,1,1,1
599,596,593,591,590,591,593,596,600,605
220,221,222,222,222,222,222,221,220,219
2,2,2,2,2,2,2,2,2,2
600,597,594,592,591,591,592,594,597,600
221,221,221,221,221,221,221,221,221,221
3,3,3,3,3,3,3,3,3,3
606,603,600,597,595,593,591,589,587,585
220,220,220,221,221,221,221,221,220,219
4,4,4,4,4,4,4,4,4,4
608,606,604,602,599,596,593,590,587,584
220,220,220,220,221,221,221,221,221,220
5,5,5,5,5,5,5,5,5,5
603,600,598,596,594,592,590,588,586,584
219,220,221,221,221,221,221,220,220,220
6,6,6,6,6,6,6,6,6,6
597,596,595,594,593,592,591,590,588,586
221,220,220,220,221,221,221,220,220,220
7,7,7,7,7,7,7,7,7,7
589,592,595,597,598,597,595,592,589,586
220,220,220,220,220,220,220,220,220,220
8,8,8,8,8,8,8,8,8,8
585,588,591,593,594,594,593,591,588,585
220,220,220,220,220,220,220,220,220,220
9,9,9,9,9,9,9,9,9,9
