74,75,76,77,77,77,77,76,75,74
478,478,478,478,478,478,478,478,478,478
1,1,1,1,1,1,1,1,1,1
71,73,75,76,76,75,74,73,72,71
478,478,478,478,478,478,478,478,478,478
2,2,2,2,2,2,2,2,2,2
76,75,74,73,72,72,72,73,74,75
479,478,478,478,478,478,478,478,478,478
3,3,3,3,3,3,3,3,3,3
73,74,75,76,76,76,76,75,74,73
476,477,478,478,478,478,478,478,477,476
4,4,4,4,4,4,4,4,4,4
71,72,73,74,75,75,75,74,73,72
478,477,477,477,477,477,477,477,477,477
5,5,5,5,5,5,5,5,5,5
75,74,73,73,73,73,73,73,74,75
476,478,479,479,479,479,479,479,478,476
6,6,6,6,6,6,6,6,6,6
