64,64,64,64,64,63,62,61,60,59
514,515,516,517,518,518,518,519,520,521
0,0,0,0,0,0,0,0,0,0
64,62,60,58,57,57,58,60,62,64
517,518,519,519,519,519,519,519,518,517
1,1,1,1,1,1,1,1,1,1
65,64,62,60,59,59,60,62,64,65
515,516,517,518,519,519,518,517,516,515
2,2,2,2,2,2,2,2,2,2
65,63,61,59,58,58,59,61,63,65
516,517,518,519,519,519,519,518,517,516
3,3,3,3,3,3,3,3,3,3
63,61,59,58,57,57,58,59,61,63
516,517,518,519,520,520,519,518,517,516
4,4,4,4,4,4,4,4,4,4
64,62,60,58,57,57,58,60,62,64
518,518,518,518,518,518,518,518,518,518
5,5,5,5,5,5,5,5,5,5
64,63,61,59,58,58,59,61,63,64
515,516,517,518,519,519,518,517,516,515
6,6,6,6,6,6,6,6,6,6
65,63,61,59,58,58,59,61,63,65
518,517,517,517,517,517,517,517,516,514
7,7,7,7,7,7,7,7,7,7
65,63,61,59,58,58,59,61,63,65
513,515,517,518,518,518,518,517,515,513
8,8,8,8,8,8,8,8,8,8
64,62,60,58,57,57,58,60,62,64
513,515,517,518,518,518,518,517,515,513
9,9,9,9,9,9,9,9,9,9
