812,811,809,807,805,803,801,799,797,795
294,293,292,292,292,292,292,292,292,292
0,0,0,0,0,0,0,0,0,0
812,811,809,807,805,803,801,799,797,795
295,294,293,292,292,292,292,292,292,293
1,1,1,1,1,1,1,1,1,1
811,810,809,808,807,805,803,801,799,797
294,293,292,292,292,292,292,292,292,292
2,2,2,2,2,2,2,2,2,2
810,809,808,807,805,803,801,799,797,795
292,292,292,291,291,292,292,292,292,292
3,3,3,3,3,3,3,3,3,3
808,804,801,799,798,798,799,801,804,808
292,292,292,292,292,292,292,292,292,292
4,4,4,4,4,4,4,4,4,4
805,802,799,797,796,796,797,799,802,805
292,292,292,292,292,292,292,292,292,292
5,5,5,5,5,5,5,5,5,5
805,802,799,797,796,796,797,799,802,805
292,292,292,292,292,292,292,292,292,292
6,6,6,6,6,6,6,6,6,6
808,806,804,802,801,801,802,804,806,808
294,293,292,292,292,292,292,292,293,294
7,7,7,7,7,7,7,7,7,7
805,802,799,797,796,796,797,799,802,805
292,292,292,292,292,292,292,292,292,292
8,8,8,8,8,8,8,8,8,8
805,802,799,797,796,796,797,799,802,805
290,291,292,292,292,292,292,292,291,290
9,9,9,9,9,9,9,9,9,9
