408,408,408,408,408,407,405,402,400,398
506,496,486,476,466,456,447,437,427,417
0,0,0,0,0,0,0,0,0,0
409,408,408,408,408,407,405,402,400,398
505,496,487,477,467,457,447,437,427,417
1,1,1,1,1,1,1,1,1,1
409,408,408,408,408,407,405,402,400,397
503,494,485,476,467,457,447,437,427,417
2,2,2,2,2,2,2,2,2,2
408,407,407,408,408,407,405,402,400,397
503,494,485,476,466,456,446,436,426,416
3,3,3,3,3,3,3,3,3,3
408,407,407,408,408,407,405,402,400,397
502,493,484,475,466,456,446,436,426,416
4,4,4,4,4,4,4,4,4,4
407,407,407,408,408,407,405,402,399,396
505,495,485,475,465,455,445,435,425,416
5,5,5,5,5,5,5,5,5,5
408,407,407,408,408,406,404,401,399,398
504,494,484,474,464,454,444,434,424,414
6,6,6,6,6,6,6,6,6,6
406,406,406,407,408,407,405,402,399,396
503,494,485,476,467,457,447,437,427,416
7,7,7,7,7,7,7,7,7,7
406,406,407,407,407,406,404,401,399,397
504,494,484,474,464,454,444,435,426,417
8,8,8,8,8,8,8,8,8,8
407,406,406,407,408,407,405,402,399,396
503,495,487,478,469,459,449,439,428,417
9,9,9,9,9,9,9,9,9,9
