819,818,817,817,817,817,817,817,818,819
306,305,304,303,303,303,303,304,305,306
3,3,3,3,3,3,3,3,3,3
816,816,816,816,816,816,816,816,816,816
303,305,307,308,308,307,306,305,304,303
4,4,4,4,4,4,4,4,4,4
814,815,816,817,818,818,817,816,815,814
302,303,305,307,308,308,307,305,303,302
5,5,5,5,5,5,5,5,5,5
813,814,814,814,814,814,814,814,814,813
306,305,304,303,302,302,303,304,305,306
6,6,6,6,6,6,6,6,6,6
808,806,804,802,801,801,802,804,806,808
294,293,292,292,292,292,292,292,293,294
7,7,7,7,7,7,7,7,7,7
805,802,799,797,796,796,797,799,802,805
292,292,292,292,292,292,292,292,292,292
8,8,8,8,8,8,8,8,8,8
805,802,799,797,796,796,797,799,802,805
290,291,292,292,292,292,292,292,291,290
9,9,9,9,9,9,9,9,9,9
