398,400,402,405,407,408,408,408,408,408
417,427,437,447,456,466,476,486,496,506
0,0,0,0,0,0,0,0,0,0
398,400,402,405,407,408,408,408,408,409
417,427,437,447,457,467,477,487,496,505
1,1,1,1,1,1,1,1,1,1
397,400,402,405,407,408,408,408,408,409
417,427,437,447,457,467,476,485,494,503
2,2,2,2,2,2,2,2,2,2
397,400,402,405,407,408,408,407,407,408
416,426,436,446,456,466,476,485,494,503
3,3,3,3,3,3,3,3,3,3
397,400,402,405,407,408,408,407,407,408
416,426,436,446,456,466,475,484,493,502
4,4,4,4,4,4,4,4,4,4
396,399,402,405,407,408,408,407,407,407
416,425,435,445,455,465,475,485,495,505
5,5,5,5,5,5,5,5,5,5
398,399,401,404,406,408,408,407,407,408
414,424,434,444,454,464,474,484,494,504
6,6,6,6,6,6,6,6,6,6
396,399,402,405,407,408,407,406,406,406
416,427,437,447,457,467,476,485,494,503
7,7,7,7,7,7,7,7,7,7
397,399,401,404,406,407,407,407,406,406
417,426,435,444,454,464,474,484,494,504
8,8,8,8,8,8,8,8,8,8
396,399,402,405,407,408,407,406,406,407
417,428,439,449,459,469,478,487,495,503
9,9,9,9,9,9,9,9,9,9
