125,121,117,114,112,112,114,117,121,125
325,325,325,325,325,325,325,325,325,325
0,0,0,0,0,0,0,0,0,0
120,117,114,112,111,112,114,117,121,125
325,325,325,325,325,325,325,325,324,323
1,1,1,1,1,1,1,1,1,1
124,120,116,113,111,111,113,116,120,124
323,324,325,326,326,326,326,325,324,323
2,2,2,2,2,2,2,2,2,2
119,116,113,111,110,111,113,116,120,124
325,325,325,325,325,325,325,325,324,322
3,3,3,3,3,3,3,3,3,3
123,120,117,114,112,111,112,115,119,123
323,324,325,325,325,325,325,325,324,323
4,4,4,4,4,4,4,4,4,4
122,119,116,113,111,110,111,114,118,122
323,324,325,325,325,325,325,325,324,323
5,5,5,5,5,5,5,5,5,5
122,119,116,113,111,110,111,113,116,119
323,324,325,326,326,326,326,326,325,324
6,6,6,6,6,6,6,6,6,6
124,120,116,113,111,111,113,116,120,124
323,324,325,325,325,325,325,325,324,323
7,7,7,7,7,7,7,7,7,7
123,119,115,112,110,110,112,115,119,123
323,324,325,325,325,325,325,325,324,323
8,8,8,8,8,8,8,8,8,8
123,119,115,112,110,110,112,115,119,123
322,324,325,325,325,325,325,325,324,322
9,9,9,9,9,9,9,9,9,9
